id,acceleration_x,acceleration_y,acceleration_z,angular_velocity_x,angular_velocity_y,angular_velocity_z,humidity,pressure,received_timestamp,temperature,timestamp
-OMQQLGUbmQePPGKoKfp,-2.23,5.88,6.61,-0.15,-0.15,0,-19.52,100754.3,2025-03-28T06:25:34.243916,45.42,2025-03-28 13:25:33
-OMQQMULomMaOCoAAbvL,-3.37,5.76,6.74,-0.12,0.11,-0.23,-27.69,100873.39,2025-03-28T06:25:39.233622,46.22,2025-03-28 13:25:39
-OMQQNiCa7L2fIGYQWLA,-3.67,4.38,6.27,0.35,-0.47,-0.99,13.47,100631.06,2025-03-28T06:25:44.273623,46.97,2025-03-28 13:25:44
-OMQQOwT23KFLoYua-Lk,-3.28,4.25,7.16,0.25,-0.1,-0.16,-36.11,100693.78,2025-03-28T06:25:49.283813,47.09,2025-03-28 13:25:49
-OMQQQ9oEu7x-MSPnGI4,-4.39,4.76,4.76,0.44,-0.14,0.17,30.72,100592.02,2025-03-28T06:25:54.293666,47.35,2025-03-28 13:25:54
-OMQQRNgZocVFjvc9cUV,-3.49,5.14,7.32,0.59,-0.32,-0.57,32.26,100583.02,2025-03-28T06:25:59.283676,47,2025-03-28 13:25:59
-OMQQSan9Nhk9r3PzofB,-3.94,5.85,3.59,0.15,0.21,0.07,2.51,100793.34,2025-03-28T06:26:04.283965,46.57,2025-03-28 13:26:04
-OMQQTovoDyXhsdFoR0U,-4.77,6.43,4.21,0.23,-0.03,-0.09,-20.7,100879.5,2025-03-28T06:26:09.283579,46.84,2025-03-28 13:26:09
-OMQQV2LbnOJ6J59xmaZ,-5.09,4.84,5,-0.43,0.1,-0.12,-33.28,100722.99,2025-03-28T06:26:14.309240,47,2025-03-28 13:26:14
-OMQQWGKMQAJtVhlPbpM,-1.77,10.01,-0.18,0.11,-0.07,-0.19,-2.26,100624.11,2025-03-28T06:26:19.298539,46.8,2025-03-28 13:26:19
-OMQQXUm8uwqU-1ov95M,-0.79,8.88,0.65,0.05,0.39,0.32,-10.44,100777.62,2025-03-28T06:26:24.313896,47.15,2025-03-28 13:26:24
-OMQQYi3bF7-BeuqpV4g,-3.76,8.41,1.37,-0.04,0.24,0.1,-0.32,100783.87,2025-03-28T06:26:29.333746,47.17,2025-03-28 13:26:29
-OMQQZx5_XFUTapcoJjb,0.49,11.3,-0.95,-0.69,-0.75,-0.11,12.57,100682.48,2025-03-28T06:26:34.373818,47.17,2025-03-28 13:26:34
-OMQQaABv7L7IGK-hBfy,-2.51,9.87,-1.82,-0.49,-0.17,-0.37,1.32,100898.8,2025-03-28T06:26:39.373653,47.15,2025-03-28 13:26:39
-OMQQbOaKJQLz-OOVyAb,-0.6,9.01,-1,-0.33,0.26,0.16,-10.06,100810.17,2025-03-28T06:26:44.403705,47.22,2025-03-28 13:26:44
-OMQQcbJMCPuSaWFz22F,-0.08,9.32,-0.43,-0.02,-0.4,0.09,-4.74,100855.86,2025-03-28T06:26:49.353905,46.97,2025-03-28 13:26:49
-OMQQdowbTeRkAknlPiJ,-1.32,9.92,-0.6,0.24,0.17,-0.25,-3.59,100784.99,2025-03-28T06:26:54.339239,47.75,2025-03-28 13:26:54
-OMQQf2dzi2TxdgFx7Le,-3.72,9.56,-0.79,0.11,0.45,0.49,27.82,100592.38,2025-03-28T06:26:59.373624,47.73,2025-03-28 13:26:59
-OMQQgGnZ51ratq70QKa,3.05,4.21,8.15,0.68,0.96,0.18,31.18,100573.66,2025-03-28T06:27:04.383839,47.53,2025-03-28 13:27:04
-OMQQhVAm3aXjrc1Fft6,-7.03,5.39,3.07,-0.28,0.16,0.01,32.19,100566.44,2025-03-28T06:27:09.393810,47.15,2025-03-28 13:27:09
-OMQQiiBz268fhdPvVhD,-5.19,5.97,3.29,-0.01,-0.03,-0.12,32.08,100563.8,2025-03-28T06:27:14.388901,46.73,2025-03-28 13:27:14
-OMQQjwMEoN6_g6AIXjy,-5.51,5.29,5.95,-0.35,-0.25,0.43,31.39,100568.71,2025-03-28T06:27:19.393739,46.69,2025-03-28 13:27:19
-OMQQl9o4Tgsxd0ZXZz1,-5.38,5.09,4.81,-0.01,0,-0.04,31.08,100589.25,2025-03-28T06:27:24.413424,46.62,2025-03-28 13:27:24
-OMQQmOMwJEF2_tzAqGn,-4.53,4.64,5.72,-0.14,0.07,-0.13,31.54,100581.6,2025-03-28T06:27:29.444020,46.66,2025-03-28 13:27:29
-OMQQnawNaeoezOkyjAi,-4.04,7.82,2.43,-0.61,0.4,0.41,32.15,100562.05,2025-03-28T06:27:34.398603,46.57,2025-03-28 13:27:34
-OMQQoq85UWd1scLsuL-,-4.14,6.92,3.01,0.1,-0.16,-0.4,32.43,100564.11,2025-03-28T06:27:39.474195,46.55,2025-03-28 13:27:39
-OMQQq3naSGxjxA-oiPo,-4.34,7.28,3.94,0.06,-0.25,-0.06,32.46,100562.52,2025-03-28T06:27:44.514134,46.51,2025-03-28 13:27:44
-OMQQrH2PsO8HaNan_Bi,-4.9,6.61,3.67,-0.07,0.04,-0.06,32.59,100558.08,2025-03-28T06:27:49.453919,46.53,2025-03-28 13:27:49
-OMQQsUtBNnZ4BA5u2Jg,-4.65,6.61,3.58,-0.33,0.55,0.28,32.49,100568.55,2025-03-28T06:27:54.433655,46.55,2025-03-28 13:27:54
-OMQQtiY9rkYAE3iO93O,-5.14,6.42,3.98,-0.17,0.05,0,32.58,100559.08,2025-03-28T06:27:59.468832,46.58,2025-03-28 13:27:59
-OMQQuwmLyTxrb_tzDQ8,-4.23,6.32,4.07,-0.52,0.57,0.43,32.21,100562.97,2025-03-28T06:28:04.469047,46.62,2025-03-28 13:28:04
-OMQQw9T8RZoIB-Cv-Xt,-5.21,5.22,4.18,0.19,-0.27,-0.07,31.93,100571.02,2025-03-28T06:28:09.448950,46.58,2025-03-28 13:28:09
-OMQQxOOHljJnqdbYVT_,-5.88,4.26,5.16,-0.46,0.24,0.22,32.01,100592.22,2025-03-28T06:28:14.483957,46.75,2025-03-28 13:28:14
-OMQQybVrTkkbh0vCcAU,-5.87,6.37,3.11,0.29,-1.27,-0.83,32,100567.69,2025-03-28T06:28:19.493852,46.58,2025-03-28 13:28:19
-OMQQzpN4QmaQn45s6fg,-2.99,4.89,5.48,0.22,-0.19,-0.43,32.63,100560.21,2025-03-28T06:28:24.483914,46.69,2025-03-28 13:28:24
-OMQR032yJWucBnNmfpp,-5.15,3.67,5.9,0.15,-0.09,-0.22,32.7,100560.01,2025-03-28T06:28:29.513792,46.62,2025-03-28 13:28:29
-OMQR1H-n8ctFUiGFutL,-5.21,4.92,5.24,0.02,-0.2,-0.29,32.68,100564.7,2025-03-28T06:28:34.503844,46.66,2025-03-28 13:28:34
-OMQR2V2QR7hyCnR_FY6,-3.62,4.6,6.4,-0.14,0.07,0.06,32.05,100563.66,2025-03-28T06:28:39.499116,46.67,2025-03-28 13:28:39
-OMQR3iD3mSNizjVv4IU,-4.31,4.42,6.07,-0.04,0.05,-0.01,32.08,100565.71,2025-03-28T06:28:44.503951,46.62,2025-03-28 13:28:44
-OMQR4wcRAlqNVfMcByj,-5.51,4.32,6.19,-0.49,0.31,-0.21,31.84,100559.16,2025-03-28T06:28:49.523745,46.66,2025-03-28 13:28:49
-OMQR69qjjupEYmFvoN2,-3.06,4.07,6.37,0.02,-0.14,-0.73,-30.52,100710.41,2025-03-28T06:28:54.523893,47.55,2025-03-28 13:28:54
-OMQR7Nhyc-iVt6-9j6O,-5.19,4.99,9.81,-0.39,0.05,-0.11,30.83,100563.73,2025-03-28T06:28:59.509254,48.1,2025-03-28 13:28:59
-OMQR8ba7tEsQQaUDf1f,-3.53,4.48,4.81,0.02,-0.03,0.28,30.59,100562.29,2025-03-28T06:29:04.554566,47.57,2025-03-28 13:29:04
-OMQR9q8J2WfBRIIVBWX,-3.5,4.78,6.41,-0.18,0.52,0.52,31.18,100563.38,2025-03-28T06:29:09.584037,47.5,2025-03-28 13:29:09
-OMQRB3o5UYVULby27CQ,-4.02,4.52,4.89,0.41,-0.13,-0.68,31.53,100560.32,2025-03-28T06:29:14.623944,47.31,2025-03-28 13:29:14
-OMQRCHXFNdUNmU-JXKt,-2.98,8.19,2.04,0.02,-0.25,-0.11,30.7,100565.92,2025-03-28T06:29:19.594118,46.91,2025-03-28 13:29:19
-OMQRDblOFwGbRhwCNFb,-3.32,8.69,0.33,0.33,-0.54,-0.71,30.95,100562.73,2025-03-28T06:29:24.574835,46.77,2025-03-28 13:29:24
-OMQREibBDsBPHawWqho,-5.48,4.03,7.78,-0.64,-0.23,0.22,31.04,100566.36,2025-03-28T06:29:29.583772,46.82,2025-03-28 13:29:29
-OMQRFwg-nqz3_puCkU4,7.07,3.11,3.61,-0.07,1.04,1.03,32.12,100576.03,2025-03-28T06:29:34.583919,46.67,2025-03-28 13:29:34
-OMQRH9v2p_pmLAOA4hu,5.18,4.81,5.13,0.02,-0.31,-0.15,31.74,100584.71,2025-03-28T06:29:39.584136,46.47,2025-03-28 13:29:39
-OMQRIO6fHgDKJ8G-le4,6.64,5.78,4.54,-0.12,-0.19,0.3,31.65,100594.7,2025-03-28T06:29:44.589011,46.27,2025-03-28 13:29:44
-OMQRJbV-VF2NrMjap7B,7.2,4.44,3.66,-0.3,0.25,-0.32,31.81,100572.84,2025-03-28T06:29:49.604168,46.29,2025-03-28 13:29:49
-OMQRKpiUzHEA844OzjD,7.21,5.32,4.2,-0.08,0.19,-0.04,31.81,100577.06,2025-03-28T06:29:54.608972,46.36,2025-03-28 13:29:54
-OMQRM3A35VZ7fgDEU5-,5.15,3.65,5.07,0.48,-0.2,-0.2,32,100568.56,2025-03-28T06:29:59.634000,46.42,2025-03-28 13:29:59
-OMQRNGw97Q7JhKy6-GA,6.16,5.87,4.29,-0.05,0.04,-0.05,32.9,100554.14,2025-03-28T06:30:04.609106,46.44,2025-03-28 13:30:04
-OMQROVQxjGVEUsh9NTX,5.16,5.58,5.16,0.39,0.16,0.39,32.68,100553.52,2025-03-28T06:30:09.634151,46.51,2025-03-28 13:30:09
-OMQRPigfT_V2NjNIz7l,6.57,3.97,4.33,-0.69,-0.05,-0.23,32.47,100551.79,2025-03-28T06:30:14.643892,46.35,2025-03-28 13:30:14
-OMQRQwvDktjECQo-aj-,6.62,5.06,6.47,0.92,0.2,-0.23,12.31,100618.09,2025-03-28T06:30:19.645986,46.73,2025-03-28 13:30:19
-OMQRSAAmuN57o4kDTXb,6.08,5.34,3.98,-0.46,0.56,0.17,31.77,100618.32,2025-03-28T06:30:24.655676,46.95,2025-03-28 13:30:24
-OMQRTO8tkfgfljDZ1Bf,6.69,5.33,2.86,-0.4,0.7,0.71,31.96,100567.78,2025-03-28T06:30:29.645956,46.98,2025-03-28 13:30:29
-OMQRUbSiROnVB6nBR2i,6.77,6.05,5.19,-0.35,-0.14,-0.32,31.37,100556.62,2025-03-28T06:30:34.665938,46.97,2025-03-28 13:30:34
-OMQRVpehLS1pDeIDgjl,6.28,2.67,3.02,-0.74,-0.94,-0.95,15.86,100619.69,2025-03-28T06:30:39.665830,47,2025-03-28 13:30:39
-OMQRX2uTzQgm8YPhwl8,6.24,6.43,1.19,-0.84,0.18,0.02,31.87,100583.41,2025-03-28T06:30:44.671320,47.08,2025-03-28 13:30:44
-OMQRYHFmgDpUu4ip711,5.85,6.05,4.64,0.16,-0.13,-0.13,32.64,100547.16,2025-03-28T06:30:49.685687,47.09,2025-03-28 13:30:49
-OMQRZV5LJh1tfWjZYBa,5.54,4.2,3.4,0.13,-0.22,0.25,32.66,100545.66,2025-03-28T06:30:54.670759,46.98,2025-03-28 13:30:54
-OMQR_i6F5mXkM7lvIIZ,8.71,6.39,5.69,0.07,-0.28,-0.04,32.58,100545.12,2025-03-28T06:30:59.670673,47,2025-03-28 13:30:59
-OMQRawNg0NCM3KGmRoL,5.92,4.6,4.91,0.1,0.19,0.1,32.35,100551.99,2025-03-28T06:31:04.670688,46.95,2025-03-28 13:31:04
-OMQRcAEXsZZjNJ6NRZt,6.51,7.39,4.6,-0.15,0.22,-0.01,13.66,100594.86,2025-03-28T06:31:09.715968,47.4,2025-03-28 13:31:09
-OMQRdObwSGhSzgBxKSL,5.95,5.88,2.21,-0.37,0.14,-0.43,31.65,100562.89,2025-03-28T06:31:14.730826,47.46,2025-03-28 13:31:14
-OMQRec4Yf1RZSbxLdXF,6.92,5.63,3.9,-0.05,-0.05,0.02,31.72,100548.75,2025-03-28T06:31:19.760790,47.29,2025-03-28 13:31:19
-OMQRfpUuI1ySaSvj2gf,6.75,8.72,6,0.2,-0.31,-0.76,30.79,100558.28,2025-03-28T06:31:24.706275,47.24,2025-03-28 13:31:24
-OMQRh31Qorjipc0Rnz_,6.27,5.4,3.02,-0.56,-0.13,-0.39,29.82,100553.2,2025-03-28T06:31:29.715914,47.11,2025-03-28 13:31:29
-OMQRiGvqWVTgv8owf7F,5.73,7.02,5.44,-0.04,0.89,-0.05,10.73,100612.6,2025-03-28T06:31:34.725930,47.2,2025-03-28 13:31:34
-OMQRjV5gushzn9ie7Bg,7.75,7.94,3.99,0.16,-0.37,-0.6,15.57,100608.12,2025-03-28T06:31:39.725681,47.86,2025-03-28 13:31:39
-OMQRki7h_m3VGCMUUUf,4.79,6.18,5.58,0.52,0.36,0.99,10.18,100690.91,2025-03-28T06:31:44.725688,48.39,2025-03-28 13:31:44
-OMQRlwGkr32au9kRCB4,7.29,6.95,3.34,0.32,-0.58,-0.17,13.62,100604.55,2025-03-28T06:31:49.725906,48.9,2025-03-28 13:31:49
-OMQRnA-ET_HY9SN5l0J,8.6,6.14,5.86,0.08,0.05,-0.62,15.9,100604.2,2025-03-28T06:31:54.755803,49.3,2025-03-28 13:31:54
-OMQRoOlwVkaYI5r5OgI,6.27,4.79,3.88,-0.01,0.05,-0.23,4.89,100612.72,2025-03-28T06:31:59.785806,49.72,2025-03-28 13:31:59
-OMQRpcBEIPvZzATBj8J,5.48,6.85,4.82,0.16,-0.01,0,27.77,100543.57,2025-03-28T06:32:04.755897,49.56,2025-03-28 13:32:04
-OMQRqq9D03g1pYBR9w1,5.07,8.43,3.62,0.59,0.24,0.93,30.41,100535.89,2025-03-28T06:32:09.815718,49.25,2025-03-28 13:32:09
-OMQRs3j7XH5RrsXnH_c,6.87,5.96,3.83,0.22,0.25,0.79,32.06,100536.36,2025-03-28T06:32:14.835664,48.99,2025-03-28 13:32:14
-OMQRtH2xBCD-n3Ogw-g,2.91,0.17,8.7,-0.02,-0.23,0.02,32,100538.09,2025-03-28T06:32:19.785874,48.7,2025-03-28 13:32:19
-OMQRuV2zWQVjyUagjTh,2.85,0.24,8.45,-0.15,-0.02,-0.45,32,100537.1,2025-03-28T06:32:24.775657,47.91,2025-03-28 13:32:24
-OMQRviRW-kScuvBDZAb,4.14,0.86,6.97,0.05,-0.42,-0.01,32.16,100537.42,2025-03-28T06:32:29.796011,47.53,2025-03-28 13:32:29
-OMQRwweRGzt6cWnZeAo,3.19,0.37,8.54,-0.03,0.01,-0.04,32.5,100536.82,2025-03-28T06:32:34.806077,47.5,2025-03-28 13:32:34
-OMQRyA1P74l1RoefI6V,2.9,0.53,7.86,-0.05,0.03,-0.03,32.77,100539.84,2025-03-28T06:32:39.815818,47.26,2025-03-28 13:32:39
-OMQRzOHPdhBiDg8p1Pb,3.04,0.46,8.59,-0.03,0,-0.04,32.94,100537.61,2025-03-28T06:32:44.825758,47.33,2025-03-28 13:32:44
-OMQS-c2fDfo4bgHsVjc,3.05,0.45,8.55,-0.03,-0.01,-0.04,33.01,100535.25,2025-03-28T06:32:49.830740,47.17,2025-03-28 13:32:49
-OMQS0ptHe4fypUroCD5,3.04,0.39,8.49,-0.03,0,-0.05,33.35,100536.25,2025-03-28T06:32:54.846163,47.24,2025-03-28 13:32:54
-OMQS22jWcAncUvaYGfv,2.99,0.39,8.44,-0.03,0,-0.03,33.67,100536.64,2025-03-28T06:32:59.830608,47.29,2025-03-28 13:32:59
-OMQS3HVVQ7ZHjwjCzx2,2.89,0.4,8.46,-0.03,0,-0.05,33.65,100537.32,2025-03-28T06:33:04.870822,47.11,2025-03-28 13:33:04
-OMQS4VTCaD98AEvKdAa,2.87,0.35,8.64,-0.03,0,-0.04,33.71,100536.39,2025-03-28T06:33:09.860411,47.31,2025-03-28 13:33:09
-OMQS5iZ-On6Ar6sk2wB,2.98,0.4,8.54,-0.03,0,-0.04,33.98,100536.14,2025-03-28T06:33:14.865933,47.44,2025-03-28 13:33:14
-OMQS6wf3ku_e6ivvbbv,2.92,0.36,8.62,-0.03,0,-0.04,34.04,100536.42,2025-03-28T06:33:19.860716,47.44,2025-03-28 13:33:19
-OMQS8AIV40xO77ce6aq,2.85,0.41,8.51,-0.03,-0.01,-0.04,33.99,100535.67,2025-03-28T06:33:24.890921,47.37,2025-03-28 13:33:24
-OMQS9OgcTkUdRiSaM5a,2.94,0.45,8.61,-0.03,0,-0.04,34.04,100538.27,2025-03-28T06:33:29.906070,47.48,2025-03-28 13:33:29
-OMQSAbl4lUciXPKKqKC,3.64,0.65,9.12,0.02,0.06,-0.07,34.02,100536.21,2025-03-28T06:33:34.900596,47.59,2025-03-28 13:33:34
-OMQSBpwuOfd96rMO6ZN,2.94,0.37,8.71,-0.04,0,-0.04,33.92,100533.58,2025-03-28T06:33:39.905961,47.51,2025-03-28 13:33:39
-OMQSD3BzzCQXcXzmgm6,2.63,0.17,8.63,-0.02,-0.02,-0.05,33.8,100539.95,2025-03-28T06:33:44.920784,47.4,2025-03-28 13:33:44
-OMQSEHPyZXnTGZcEAlX,2.9,0.58,8.55,-0.03,0,-0.04,33.78,100538.55,2025-03-28T06:33:49.921530,47.55,2025-03-28 13:33:49
-OMQSFVfrVyvhDQgYIG0,2.92,0.36,8.61,-0.03,0,-0.04,33.7,100536.42,2025-03-28T06:33:54.920529,47.35,2025-03-28 13:33:54
-OMQSGidgy4mnBBOQZol,2.95,0.44,8.58,-0.03,0,-0.04,33.45,100537.59,2025-03-28T06:33:59.925729,47.02,2025-03-28 13:33:59
-OMQSHx6YX_E90CZG4Qb,2.86,0.45,8.72,-0.03,-0.01,-0.04,33.35,100535.98,2025-03-28T06:34:04.940565,47.02,2025-03-28 13:34:04
-OMQSJAA2wm8nBbZ1n5q,2.84,0.51,8.63,-0.04,-0.01,-0.02,33.5,100536.69,2025-03-28T06:34:09.941028,46.98,2025-03-28 13:34:09
-OMQSKOhO0K_tFvrHCk0,2.72,0.5,8.61,-0.03,0,-0.04,33.67,100537.33,2025-03-28T06:34:14.960723,47.19,2025-03-28 13:34:14
-OMQSLbbzbdOl8W4l0MS,2.89,0.49,8.53,-0.03,0,-0.04,33.78,100538.15,2025-03-28T06:34:19.950846,47.4,2025-03-28 13:34:19
-OMQSMqF-N4Ns8PnJIAx,3.03,0.49,8.61,-0.03,0,-0.05,33.93,100536.73,2025-03-28T06:34:24.980982,47.4,2025-03-28 13:34:24
-OMQSO4ItN9SfamU1-Nn,2.92,0.45,8.6,-0.03,0,-0.04,34.12,100539.39,2025-03-28T06:34:30.031532,47.55,2025-03-28 13:34:29
-OMQx3FA50HoHdoHyW_2,-6.88,5.71,0.92,0.12,-0.11,-0.05,57.86,100356.89,2025-03-28T08:52:53.225829,33.44,2025-03-28 15:52:52
-OMQx4OnzKtk_ig8ppph,-6.86,6.11,0.62,-0.01,0.02,-0.07,57.62,100355.33,2025-03-28T08:52:58.038142,33.66,2025-03-28 15:52:57
-OMQx5buE3x0w2_7-vVK,-6.8,6.32,0.84,-0.07,-0.06,-0.03,57.47,100352.79,2025-03-28T08:53:03.030760,33.78,2025-03-28 15:53:02
-OMQx6qAdtU8BBnA4VnG,-6.67,6.55,0.36,-0.06,0.04,-0.01,57.34,100356.05,2025-03-28T08:53:08.042780,34,2025-03-28 15:53:07
-OMQx82ycjDBZitEJZaK,-6.85,6.18,0.75,-0.03,0,-0.05,57.11,100356.06,2025-03-28T08:53:13.032273,34.11,2025-03-28 15:53:12
-OMQx9HO7JmqgUHpFjsO,-6.67,6.42,0.33,0.03,0.12,-0.03,56.95,100356.38,2025-03-28T08:53:18.050510,34.29,2025-03-28 15:53:17
-OMQxAVaBCBb7fKYEC9E,-6.67,6.38,0.36,-0.03,-0.03,-0.04,56.79,100355.56,2025-03-28T08:53:23.047783,34.48,2025-03-28 15:53:22
-OMQxBiqXi5N_LV4MrHO,-6.8,6.29,0.56,-0.01,0.07,-0.01,56.56,100350.91,2025-03-28T08:53:28.061761,34.62,2025-03-28 15:53:27
